Time Scale; Number of Packets; Total data; 
618; 913519; 45776272.000000; 
619; 915545; 45881902.000000; 
620; 918925; 46057430.000000; 
621; 926873; 46453249.000000; 
622; 922469; 46232072.000000; 
623; 909047; 45575934.000000; 
624; 924468; 46343948.000000; 
625; 957540; 48009903.000000; 
626; 958336; 48025770.000000; 
627; 924808; 46340134.000000; 
628; 913702; 45792714.000000; 
629; 907168; 45468621.000000; 
630; 908330; 45543557.000000; 
631; 957725; 48016620.000000; 
632; 919459; 46088261.000000; 
633; 923905; 46298519.000000; 
634; 915541; 45892545.000000; 
635; 910703; 45639996.000000; 
636; 912392; 45722912.000000; 
637; 918954; 46069545.000000; 
638; 916725; 45938989.000000; 
639; 899557; 45088518.000000; 
640; 922187; 46215762.000000; 
641; 908012; 45513746.000000; 
642; 916612; 45931144.000000; 
643; 920791; 46146563.000000; 
644; 919007; 46073359.000000; 
645; 899151; 45062042.000000; 
646; 926891; 46466814.000000; 
647; 920957; 46160890.000000; 
648; 917978; 46020888.000000; 
649; 955988; 47910915.000000; 
650; 912488; 45745022.000000; 
651; 917955; 46021652.000000; 
652; 961157; 48169537.000000; 
653; 922915; 46254302.000000; 
654; 948086; 47521159.000000; 
655; 926301; 46431471.000000; 
656; 906128; 45403354.000000; 
657; 912259; 45714877.000000; 
658; 919694; 46101471.000000; 
659; 949382; 47609967.000000; 
660; 953191; 47777954.000000; 
661; 917216; 45963101.000000; 
662; 909403; 45564824.000000; 
663; 915662; 45909324.000000; 
664; 906123; 45448833.000000; 
665; 909509; 45588421.000000; 
666; 959231; 48069199.000000; 
667; 918711; 46060037.000000; 
668; 909312; 45561718.000000; 
669; 907006; 45453090.000000; 
670; 909529; 45582782.000000; 
671; 912515; 45736295.000000; 
672; 928514; 46536264.000000; 
673; 928720; 46553703.000000; 
674; 915828; 45900618.000000; 
675; 928227; 46510349.000000; 
676; 912186; 45723915.000000; 
677; 909875; 45613242.000000; 
678; 912155; 45712604.000000; 
679; 955325; 47882293.000000; 
680; 959564; 48088577.000000; 
681; 926882; 46460036.000000; 
682; 902697; 45244737.000000; 
683; 910113; 45609541.000000; 
684; 911329; 45669848.000000; 
685; 921534; 46180868.000000; 
686; 957222; 47976324.000000; 
687; 926583; 46435087.000000; 
688; 952164; 47724835.000000; 
689; 915782; 45908693.000000; 
690; 906596; 45441247.000000; 
691; 919605; 46070922.000000; 
692; 903814; 45304121.000000; 
693; 960132; 48128424.000000; 
694; 958853; 48045273.000000; 
695; 915291; 45875825.000000; 
696; 915134; 45875443.000000; 
697; 904584; 45322174.000000; 
698; 920389; 46129203.000000; 
699; 957647; 47989048.000000; 
700; 916810; 45934959.000000; 
701; 919161; 46083274.000000; 
702; 918260; 46022110.000000; 
703; 916135; 45921149.000000; 
704; 922784; 46266940.000000; 
705; 910210; 45624786.000000; 
706; 918978; 46035921.000000; 
707; 916049; 45917703.000000; 
708; 909796; 45604825.000000; 
709; 909968; 45607164.000000; 
710; 890838; 44650292.000000; 
711; 926467; 46438380.000000; 
712; 958128; 48017594.000000; 
713; 958086; 48015051.000000; 
714; 920777; 46145575.000000; 
715; 917500; 46007463.000000; 
716; 906045; 45407155.000000; 
717; 915281; 45865014.000000; 
718; 910821; 45654149.000000; 
719; 928847; 46557468.000000; 
720; 956427; 47959541.000000; 
721; 936296; 46939731.000000; 
722; 911881; 45707658.000000; 
723; 904735; 45342833.000000; 
